,x,y,area
NZO.NZ,4876,6901,33649276
CEA.F,4877,6901,33656177
SKC.NZ,4878,6901,33663078
ELN.F,4879,6901,33669979
NTL.NZ,4880,6901,33676880
FPH.NZ,4881,6901,33683781
ITDC.BO,4882,6900,33685800
CIS.HM,4883,6900,33692700
C52.SI,4884,6900,33699600
EDI.PA,4885,6900,33706500
ADL.F,4886,6900,33713400
EBO.MU,4887,6900,33720300
SAO.F,4888,6900,33727200
CMO.NZ,4889,6900,33734100
SCT.NZ,4890,6900,33741000
ICS.AX,4891,6900,33747900
PGW.NZ,4892,6900,33754800
AIR.NZ,4893,6900,33761700
WUW.F,4894,6900,33768600
IMS.MI,4895,6900,33775500
544.SI,4896,6900,33782400
IFT.NZ,4897,6900,33789300
NRC.OL,4898,6900,33796200
F9D.SI,4899,6899,33798201
VGLS,4900,6899,33805100
SPK.NZ,4901,6899,33811999
WHS.NZ,4902,6899,33818898
FME.MU,4903,6899,33825797
600166.SS,4904,6899,33832696
SNSY5.SA,4905,6898,33834690
CEPE5.SA,4906,6898,33841588
RPAD6.SA,4907,6898,33848486
SLED3.SA,4908,6898,33855384
ROMI3.SA,4909,6898,33862282
SANB4.SA,4910,6898,33869180
SANB3.SA,4911,6898,33876078
PTNT3.SA,4912,6898,33882976
TRPL4.SA,4913,6898,33889874
MNPR3.SA,4914,6898,33896772
CRPG6.SA,4915,6898,33903670
BBDC3.SA,4916,6898,33910568
CRPG5.SA,4917,6898,33917466
ENMT3.SA,4918,6898,33924364
BRGE12.SA,4919,6898,33931262
COCE5.SA,4920,6898,33938160
TRPL3.SA,4921,6898,33945058
GOAU4.SA,4922,6898,33951956
CMIG3.SA,4923,6898,33958854
EMBR3.SA,4924,6898,33965752
EKTR3.SA,4925,6898,33972650
USIM3.SA,4926,6898,33979548
BRGE3.SA,4927,6898,33986446
MGEL4.SA,4928,6898,33993344
BRKM5.SA,4929,6898,34000242
TLY.L,4930,6898,34007140
EMAE4.SA,4931,6898,34014038
RPAD5.SA,4932,6898,34020936
BRIV3.SA,4933,6898,34027834
SHUL4.SA,4934,6898,34034732
REDE3.SA,4935,6898,34041630
GUAR3.SA,4936,6898,34048528
PLAS3.SA,4937,6898,34055426
PNVL3.SA,4938,6898,34062324
LREN3.SA,4939,6898,34069222
CPLE3.SA,4940,6898,34076120
CMIG4.SA,4941,6898,34083018
GGBR3.SA,4942,6898,34089916
FNOR11.SA,4943,6898,34096814
ETER3.SA,4944,6898,34103712
ECPR3.SA,4945,6898,34110610
ELET3.SA,4946,6898,34117508
AGLT,4947,6898,34124406
ENMT4.SA,4948,6898,34131304
EKTR4.SA,4949,6898,34138202
CTNM3.SA,4950,6898,34145100
CTNM4.SA,4951,6898,34151998
WEGE3.SA,4952,6898,34158896
CLSC3.SA,4953,6898,34165794
WHRL4.SA,4954,6898,34172692
RYM.NZ,4955,6898,34179590
PETR4.SA,4956,6898,34186488
BRAP4.SA,4957,6898,34193386
CPFE3.SA,4958,6898,34200284
CPLE6.SA,4959,6898,34207182
CRIV3.SA,4960,6898,34214080
LEVE3.SA,4961,6898,34220978
RSID3.SA,4962,6898,34227876
USIM5.SA,4963,6898,34234774
CEBR3.SA,4964,6898,34241672
BDLL4.SA,4965,6898,34248570
ITSA4.SA,4966,6898,34255468
EUCA4.SA,4967,6898,34262366
GOLDTECH.BO,4968,6898,34269264
LIPR3.SA,4969,6898,34276162
CBEE3.SA,4970,6898,34283060
CEEB3.SA,4971,6898,34289958
IGBR3.SA,4972,6898,34296856
VALE3.SA,4973,6898,34303754
CTKA4.SA,4974,6898,34310652
ITSA3.SA,4975,6898,34317550
FESA4.SA,4976,6898,34324448
ITUB3.SA,4977,6898,34331346
GEPA4.SA,4978,6898,34338244
APARINDS.BO,4979,6897,34340163
ABEV3.SA,4980,6897,34347060
CM8.AX,4981,6897,34353957
YSN.F,4982,6897,34360854
FMCCL,4983,6897,34367751
DBK.BE,4984,6897,34374648
BMKS3.SA,4985,6897,34381545
BIRLACORPN.BO,4986,6897,34388442
NUBC,4987,6896,34390352
CMOCTEZ.MX,4988,6896,34397248
RANI3.SA,4989,6896,34404144
BEES3.SA,4990,6896,34411040
BGCP,4991,6896,34417936
SPN.NZ,4992,6896,34424832
HDD.MU,4993,6896,34431728
CRL.AX,4994,6896,34438624
SOLV.BR,4995,6896,34445520
ICP.F,4996,6896,34452416
RADL3.SA,4997,6896,34459312
RPAD3.SA,4998,6896,34466208
HEN3.MU,4999,6895,34468105
MSPA3.SA,5000,6895,34475000
SAPA.F,5001,6895,34481895
CEK.F,5002,6895,34488790
DOHL4.SA,5003,6895,34495685
VIKASECO.BO,5004,6894,34497576
GEKTERNA.AT,5005,6894,34504470
BMW.DU,5006,6894,34511364
BTH.F,5007,6894,34518258
WRN.L,5008,6894,34525152
JINDALSAW.BO,5009,6894,34532046
COMB.BR,5010,6894,34538940
DOHL3.SA,5011,6893,34540823
003470.KS,5012,6893,34547716
000120.KS,5013,6893,34554609
BIOM3.SA,5014,6893,34561502
012750.KS,5015,6893,34568395
011150.KS,5016,6893,34575288
020120.KS,5017,6893,34582181
RAA.DE,5018,6893,34589074
008250.KS,5019,6893,34595967
008770.KS,5020,6893,34602860
002460.KS,5021,6893,34609753
014820.KS,5022,6893,34616646
001040.KS,5023,6893,34623539
001620.KS,5024,6893,34630432
005930.KS,5025,6893,34637325
ENBR3.SA,5026,6893,34644218
000970.KS,5027,6893,34651111
017810.KS,5028,6893,34658004
015590.KS,5029,6893,34664897
005610.KS,5030,6893,34671790
000890.KS,5031,6893,34678683
001790.KS,5032,6893,34685576
001020.KS,5033,6893,34692469
BRSR3.SA,5034,6893,34699362
009290.KS,5035,6893,34706255
WIB.MU,5036,6893,34713148
001230.KS,5037,6893,34720041
012800.KS,5038,6893,34726934
001520.KS,5039,6893,34733827
000270.KS,5040,6893,34740720
AMH.AX,5041,6893,34747613
005320.KS,5042,6893,34754506
015020.KS,5043,6893,34761399
002350.KS,5044,6893,34768292
017670.KS,5045,6893,34775185
005010.KS,5046,6893,34782078
009160.KS,5047,6893,34788971
007160.KS,5048,6893,34795864
001440.KS,5049,6893,34802757
025540.KS,5050,6893,34809650
005850.KS,5051,6893,34816543
S63.SI,5052,6893,34823436
055550.KS,5053,6893,34830329
004360.KS,5054,6893,34837222
004490.KS,5055,6893,34844115
005800.KS,5056,6893,34851008
009410.KS,5057,6893,34857901
AHEB3.SA,5058,6893,34864794
010420.KS,5059,6893,34871687
ENGI3.SA,5060,6893,34878580
001680.KS,5061,6893,34885473
001550.KS,5062,6893,34892366
026890.KS,5063,6893,34899259
001800.KS,5064,6893,34906152
005389.KS,5065,6893,34913045
004840.KS,5066,6893,34919938
004960.KS,5067,6893,34926831
001880.KS,5068,6893,34933724
5005.KL,5069,6892,34935548
CIS.MU,5070,6892,34942440
6637.KL,5071,6892,34949332
4944.KL,5072,6892,34956224
8273.KL,5073,6892,34963116
7234.KL,5074,6892,34970008
9016.KL,5075,6892,34976900
9679.KL,5076,6892,34983792
8494.KL,5077,6892,34990684
AXGC,5078,6892,34997576
7055.KL,5079,6892,35004468
ETY.F,5080,6892,35011360
LHA.HA,5081,6892,35018252
UT5A.MU,5082,6892,35025144
8966.KL,5083,6892,35032036
ART.F,5084,6892,35038928
1562.KL,5085,6892,35045820
8044.KL,5086,6892,35052712
3905.KL,5087,6892,35059604
5576.KL,5088,6892,35066496
7412.KL,5089,6892,35073388
SPOM,5090,6892,35080280
7692.KL,5091,6892,35087172
5673.KL,5092,6892,35094064
9822.KL,5093,6892,35100956
8443.KL,5094,6892,35107848
5401.KL,5095,6892,35114740
BPE.HM,5096,6892,35121632
3204.KL,5097,6892,35128524
4065.KL,5098,6892,35135416
5797.KL,5099,6892,35142308
7031.KL,5100,6892,35149200
2089.KL,5101,6892,35156092
600137.SS,5102,6892,35162984
1295.KL,5103,6892,35169876
3069.KL,5104,6892,35176768
5088.KL,5105,6892,35183660
5029.KL,5106,6892,35190552
600196.SS,5107,6892,35197444
9075.KL,5108,6892,35204336
7943.KL,5109,6892,35211228
MOAR3.SA,5110,6892,35218120
7017.KL,5111,6892,35225012
7022.KL,5112,6892,35231904
7153.KL,5113,6892,35238796
9237.KL,5114,6892,35245688
9369.KL,5115,6891,35247465
9873.KL,5116,6891,35254356
7803.KL,5117,6891,35261247
GKCONS.BO,5118,6891,35268138
5001.KL,5119,6891,35275029
4197.KL,5120,6891,35281920
ALECR.PA,5121,6891,35288811
ALLEX.PA,5122,6891,35295702
5053.KL,5123,6891,35302593
2135.KL,5124,6891,35309484
5258.KL,5125,6891,35316375
8524.KL,5126,6891,35323266
1724.KL,5127,6891,35330157
1694.KL,5128,6891,35337048
6041.KL,5129,6891,35343939
6971.KL,5130,6891,35350830
7006.KL,5131,6891,35357721
7077.KL,5132,6891,35364612
MBWS.PA,5133,6891,35371503
5148.KL,5134,6891,35378394
7070.KL,5135,6891,35385285
8397.KL,5136,6891,35392176
3417.KL,5137,6891,35399067
6888.KL,5138,6891,35405958
3395.KL,5139,6891,35412849
7986.KL,5140,6891,35419740
9318.KL,5141,6891,35426631
8052.KL,5142,6891,35433522
7293.KL,5143,6891,35440413
U14.SI,5144,6891,35447304
7889.KL,5145,6891,35454195
2453.KL,5146,6891,35461086
METSB.HE,5147,6891,35467977
7066.KL,5148,6891,35474868
6742.KL,5149,6891,35481759
9296.KL,5150,6891,35488650
SEW.F,5151,6891,35495541
7145.KL,5152,6891,35502432
ASPT,5153,6891,35509323
7033.KL,5154,6891,35516214
2739.KL,5155,6891,35523105
9288.KL,5156,6891,35529996
9946.KL,5157,6891,35536887
9938.KL,5158,6891,35543778
7045.KL,5159,6891,35550669
5827.KL,5160,6891,35557560
8869.KL,5161,6891,35564451
RX.PA,5162,6891,35571342
7079.KL,5163,6890,35573070
C09.SI,5164,6890,35579960
AKGRT.IS,5165,6890,35586850
GENTS.IS,5166,6890,35593740
AVGYO.IS,5167,6890,35600630
GRNYO.IS,5168,6890,35607520
7013.KL,5169,6890,35614410
1198.KL,5170,6890,35621300
ARSAN.IS,5171,6890,35628190
MERKO.IS,5172,6890,35635080
PETKM.IS,5173,6890,35641970
BPE5.MU,5174,6890,35648860
SARKY.IS,5175,6890,35655750
4162.KL,5176,6890,35662640
ZDHJERK.BO,5177,6890,35669530
YATAS.IS,5178,6890,35676420
7078.KL,5179,6890,35683310
ISGYO.IS,5180,6890,35690200
5398.KL,5181,6890,35697090
CPK.F,5182,6890,35703980
1015.KL,5183,6890,35710870
7034.KL,5184,6890,35717760
4057.KL,5185,6890,35724650
GRUMAB.MX,5186,6890,35731540
GOLTS.IS,5187,6890,35738430
7060.KL,5188,6890,35745320
ASELS.IS,5189,6890,35752210
KERVT.IS,5190,6890,35759100
7081.KL,5191,6890,35765990
UT5A.F,5192,6890,35772880
ALESK.PA,5193,6890,35779770
3182.KL,5194,6890,35786660
HALKS.IS,5195,6890,35793550
DMSAS.IS,5196,6890,35800440
3174.KL,5197,6890,35807330
C6L.SI,5198,6890,35814220
D05.SI,5199,6890,35821110
5819.KL,5200,6890,35828000
ISFIN.IS,5201,6890,35834890
ALARK.IS,5202,6890,35841780
V03.SI,5203,6890,35848670
SFD1.DE,5204,6890,35855560
5703.KL,5205,6890,35862450
SASA.IS,5206,6890,35869340
FRIGO.IS,5207,6890,35876230
4677.KL,5208,6890,35883120
BTCIM.IS,5209,6890,35890010
8605.KL,5210,6890,35896900
J&KBANK.BO,5211,6890,35903790
KARTN.IS,5212,6890,35910680
8621.KL,5213,6890,35917570
U06.SI,5214,6890,35924460
ALGYO.IS,5215,6890,35931350
HEKTS.IS,5216,6890,35938240
6254.KL,5217,6890,35945130
